Rank,FinalWorth,PersonName,Source,Industries,CountryOfCitizenship,Gender,BirthDate,LastName,WealthList,EstWorthPrev,FamilyList
497,5667.5,Chase Coleman III,Investments,['Finance & Investments'],United States,M,172540800000.0,Coleman,False,5667.5,False
481,5820.894,Li Ge,Pharmaceutical ingredients,['Healthcare'],United States,M,-94694400000.0,Li,False,5654.127322,False
498,5663.434,Ruan Liping,Power strips,['Manufacturing'],Hong Kong,M,-163036800000.0,Ruan,False,5651.67627,False
501,5648.63,Ruan Xueping,Power strip,['Manufacturing'],Hong Kong,M,63072000000.0,Ruan,False,5636.903464,False
506,5621.413,Tom Golisano,Payroll services,['Service'],United States,M,-887760000000.0,Golisano,False,5625.690118,False
505,5624.849,John A. Sobrato & family,Real estate,['Real Estate'],United States,M,-966038400000.0,Sobrato,False,5624.848836,False
502,5647.551,Kerry Stokes,"Construction equipment, media",['Diversified'],Australia,M,-924652800000.0,Stokes,False,5617.577738,False
508,5614.575,Janice McNair,"Energy, sports",['Sports'],United States,F,-1049414400000.0,McNair,False,5614.575,False
509,5614.256,Maria Angelicoussis,Shipping,['Logistics'],Greece,F,382838400000.0,Angelicoussis,False,5614.256,False
511,5582.495,Bill Haslam,Gas stations,['Fashion & Retail'],United States,M,-358473600000.0,Haslam,False,5582.495,False
512,5578.0,Stewart Resnick,Agriculture,['Food & Beverage'],United States,M,-1042070400000.0,Resnick,False,5578.0,False
512,5578.0,Lynda Resnick,Agriculture,['Food & Beverage'],United States,F,-850608000000.0,Resnick,False,5578.0,False
514,5577.997,Wolfgang Marguerre & family,Pharmaceuticals,['Healthcare'],Germany,M,-901843200000.0,Marguerre,False,5577.997422,False
515,5571.476,Pierre Chen,Electronics,['Technology'],Taiwan,M,-418435200000.0,Chen,False,5571.475972,False
521,5530.452,Maria Fernanda Amorim & family,"Energy, investments",['Diversified'],Portugal,F,-1103241600000.0,Amorim,False,5571.0652,False
516,5569.048,James Irving,Diversified,['Diversified'],Canada,M,-1318636800000.0,Irving,False,5569.04756,False
520,5537.704,Rahul Bhatia,Aviation,['Service'],India,M,-333331200000.0,Bhatia,False,5566.600126,False
518,5565.776,Teddy Sagi,Gambling software,['Gambling & Casinos'],Israel,M,57801600000.0,Sagi,False,5565.77638,False
480,5848.512,You Xiaoping & family,Polyurethanes,['Manufacturing'],China,M,-376963200000.0,You,False,5555.925268,False
504,5637.561,Mahendra Choksi & family,Paints,['Manufacturing'],India,M,-905817600000.0,Choksi,False,5551.631965,False
517,5568.396,Tsai Eng-meng,"Food, beverages",['Food & Beverage'],Taiwan,M,-409017600000.0,Tsai,False,5511.833361,False
526,5474.185,Rakesh Gangwal,Airline,['Service'],United States,M,-518745600000.0,Gangwal,False,5501.848677,False
524,5500.0,John Collison,Payments software,['Technology'],Ireland,M,649900800000.0,Collison,False,5500.0,False
524,5500.0,Patrick Collison,Payment software,['Technology'],Ireland,M,589766400000.0,Collison,False,5500.0,False
507,5619.844,Zhou Qunfei,Smartphone screens,['Technology'],Hong Kong,F,,Zhou,False,5490.706886,False
519,5558.432,Donald Horton & family,Homebuilding,['Real Estate'],United States,M,-625708800000.0,Horton,False,5486.13687,False
527,5473.863,Fred Smith,FedEx,['Logistics'],United States,M,-801273600000.0,Smith,False,5482.340646,False
522,5527.19,Jaime Gilinski Bacal,Banking,['Finance & Investments'],Colombia,M,-380246400000.0,Gilinski Bacal,False,5479.322437,False
510,5606.858,Jeff Rothschild,Facebook,['Technology'],United States,M,-473299200000.0,Rothschild,False,5466.73216,False
528,5437.0,Robert Hale Jr,Telecom,['Telecom'],United States,M,-109987200000.0,Hale,False,5437.0,False
523,5513.393,Abdulsamad Rabiu,"Cement, sugar",['Diversified'],Nigeria,M,-296956800000.0,Rabiu,False,5425.230694,False
531,5410.048,Martin Haefner,"Software, investments",['Technology'],Switzerland,M,-504921600000.0,Haefner,False,5411.295442,False
532,5405.444,Wolfgang Reimann,Consumer goods,['Fashion & Retail'],Germany,M,-544147200000.0,Reimann,False,5405.444,False
533,5405.441,Matthias Reimann-Andersen,Consumer goods,['Fashion & Retail'],Germany,M,-150163200000.0,Reimann-Andersen,False,5405.441,False
533,5405.441,Stefan Reimann-Andersen,Consumer goods,['Fashion & Retail'],Germany,M,-204249600000.0,Reimann-Andersen,False,5405.441,False
533,5405.441,Renate Reimann-Haas,Consumer goods,['Fashion & Retail'],Germany,F,-575424000000.0,Reimann-Haas,False,5405.441,False
536,5371.723,Erich Wesjohann & family,Poultry genetics,['Food & Beverage'],Germany,M,-775785600000.0,Wesjohann,False,5371.723249,False
538,5363.54,Chairul Tanjung,Diversified,['Diversified'],Indonesia,M,-237945600000.0,Tanjung,False,5371.484838,False
537,5368.984,Sumet Jiaravanon,Diversified,['Diversified'],Thailand,M,-1109721600000.0,Jiaravanon,False,5365.912958,False
539,5359.615,Igor Kesaev,"Tobacco distribution, retail",['Fashion & Retail'],Russia,M,-100137600000.0,Kesaev,False,5359.615066,False
529,5422.164,Cao Renxian,Photovoltaic equipment ,['Energy'],China,M,-45446400000.0,Cao,False,5358.243461,False
540,5353.45,Juan Roig,Supermarkets,['Fashion & Retail'],Spain,M,-638496000000.0,Roig,False,5353.449721,False
542,5325.057,Jason Chang,Electronics,['Technology'],Singapore,M,-810086400000.0,Chang,False,5325.057139,False
541,5350.245,Lin Li,Investments,['Finance & Investments'],China,M,-210556800000.0,Lin,False,5322.403054,False
544,5313.161,Archie Aldis Emmerson & family,"Timberland, lumber mills",['Manufacturing'],United States,M,-1285286400000.0,Emmerson,False,5313.161,False
545,5295.266,Jaran Chiaravanont,Diversified,['Diversified'],Thailand,M,-1254528000000.0,Chiaravanont,False,5292.244832,False
548,5276.901,Brian Armstrong,Cryptocurrency,['Finance & Investments'],United States,M,412300800000.0,Armstrong,False,5287.736431,False
546,5286.095,Thai Lee,IT provider,['Technology'],United States,F,-350179200000.0,Lee,False,5286.097022,False
547,5281.185,Ron Baron,Money management,['Finance & Investments'],United States,M,-839808000000.0,Baron,False,5281.185,False
549,5275.642,Rick Caruso,Real estate,['Real Estate'],United States,M,-346636800000.0,Caruso,False,5275.641587,False
552,5254.377,Mark Meijer & family,Supermarkets,['Fashion & Retail'],United States,M,-384912000000.0,Meijer,False,5254.377,False
553,5253.965,Wang Wenyin,"Mining, copper products",['Metals & Mining'],China,M,-57974400000.0,Wang,False,5253.964919,False
556,5244.363,Robert Bass,"Oil, investments",['Energy'],United States,M,-687571200000.0,Bass,False,5253.11358,False
554,5251.577,Hank Meijer & family,Supermarkets,['Fashion & Retail'],United States,M,-564192000000.0,Meijer,False,5251.577,False
555,5251.561,Doug Meijer & family,Supermarkets,['Fashion & Retail'],United States,M,-503107200000.0,Meijer,False,5251.561,False
558,5223.369,George Lucas,Star Wars,['Media & Entertainment'],United States,M,-808963200000.0,Lucas,False,5244.51959,False
557,5238.7,Mark Scheinberg,Online gambling ,['Gambling & Casinos'],Canada,M,125798400000.0,Scheinberg,False,5238.7,False
550,5274.995,Jon Stryker,Medical equipment,['Healthcare'],United States,M,-368150400000.0,Stryker,False,5231.73358,False
559,5216.148,Murat Ulker,Food,['Food & Beverage'],Turkey,M,-340156800000.0,Ulker,False,5224.631025,False
551,5264.264,Dan Kurzius,Email marketing,['Technology'],United States,M,60393600000.0,Kurzius,False,5219.6483,False
530,5418.829,Martin Lorentzon,Spotify,['Technology'],Sweden,M,-23760000000.0,Lorentzon,False,5219.316947,False
560,5196.878,Charles B. Johnson,Franklin Templeton,['Finance & Investments'],United States,M,-1167177600000.0,Johnson,False,5203.91356,False
543,5320.63,Cho Jung-ho,Finance,['Finance & Investments'],South Korea,M,-354758400000.0,Cho,False,5138.52203,False
562,5134.965,John Henry,Sports,['Sports'],United States,M,-640656000000.0,Henry,False,5134.965,False
564,5131.279,Joseph Liemandt,Software,['Technology'],United States,M,-44409600000.0,Liemandt,False,5125.0,False
566,5108.0,Tony Tamer,Private equity,['Finance & Investments'],United States,M,-385689600000.0,Tamer,False,5108.0,False
566,5108.0,Sami Mnaymneh,Private equity,['Finance & Investments'],United States,M,-267321600000.0,Mnaymneh,False,5108.0,False
568,5102.88,Michael Ashley,Sports retailing,['Fashion & Retail'],United Kingdom,M,-167356800000.0,Ashley,False,5094.579298,False
570,5070.782,Dona Bertarelli,Biotech and investments,['Healthcare'],Switzerland,F,-63158400000.0,Bertarelli,False,5070.781431,False
565,5111.296,Johnelle Hunt,Trucking,['Logistics'],United States,F,-1198972800000.0,Hunt,False,5065.1164,False
563,5132.439,Romesh T. Wadhwani,Software,['Technology'],United States,M,-705456000000.0,Wadhwani,False,5057.7,False
571,5054.466,Peter Gilgan,Homebuilding,['Construction & Engineering'],Canada,M,-599616000000.0,Gilgan,False,5054.466134,False
572,5052.522,Kwon Hyuk-bin,Online games,['Media & Entertainment'],South Korea,M,126230400000.0,Kwon,False,5052.522407,False
573,5047.773,Alexandra Schoerghuber & family,Real estate ,['Real Estate'],Germany,F,-361065600000.0,Schoerghuber,False,5047.772668,False
561,5136.761,Giuseppe Crippa & family,Microchip testing,['Manufacturing'],Italy,M,-1093824000000.0,Crippa,False,5037.167813,False
582,4979.294,Jorge Moll Filho & family,Hospitals,['Healthcare'],Brazil,M,-788918400000.0,Moll Filho,False,5015.440847,False
580,4992.226,Dagmar Dolby & family,Dolby Laboratories,['Technology'],United States,F,-899769600000.0,Dolby,False,5008.4322,False
576,5006.331,Mark Shoen,U-Haul,['Automotive'],United States,M,-603244800000.0,Shoen,False,4992.738,False
577,5002.372,Rajiv Bajaj,Diversified,['Diversified'],India,M,-95644800000.0,Bajaj,False,4978.242135,False
577,5002.372,Sanjiv Bajaj,Diversified,['Diversified'],India,M,-5184000000.0,Bajaj,False,4978.242135,False
581,4982.549,Chandru Raheja,Real estate,['Real Estate'],India,M,-923097600000.0,Raheja,False,4973.926433,False
579,5000.6,Herbert Wertheim,Investments,['Finance & Investments'],United States,M,-966038400000.0,Wertheim,False,4973.16231,False
583,4975.434,Charles Dolan & family,Cable television,['Media & Entertainment'],United States,M,-1363651200000.0,Dolan,False,4964.72362,False
569,5084.457,Vivek Chaand Sehgal,Auto parts,['Automotive'],Australia,M,-418435200000.0,Sehgal,False,4948.200583,False
585,4947.873,Ronald Wanek,Furniture,['Manufacturing'],United States,M,-903225600000.0,Wanek,False,4947.873,False
586,4946.0,Bidzina Ivanishvili,Investments,['Finance & Investments'],Georgia,M,-437702400000.0,Ivanishvili,False,4946.0,False
594,4882.114,Zhu Yi,Pharmaceuticals,['Healthcare'],China,M,-192067200000.0,Zhu ,False,4936.683578,False
589,4929.567,Helen Johnson-Leipold,Cleaning products,['Manufacturing'],United States,F,-410400000000.0,Johnson-Leipold,False,4931.21362,False
584,4965.174,Leonid Boguslavsky,Venture capital,['Finance & Investments'],Canada,M,-585187200000.0,Boguslavsky,False,4928.20004,False
590,4923.0,Thomas Secunda,Bloomberg LP,['Finance & Investments'],United States,M,-489974400000.0,Secunda,False,4923.0,False
591,4914.059,John Sall,Software,['Technology'],United States,M,-686188800000.0,Sall,False,4914.059,False
602,4843.392,N.R. Narayana Murthy,Software services,['Technology'],India,M,-737424000000.0,Murthy,False,4908.006737,False
587,4944.998,Ben Chestnut,Email marketing,['Technology'],United States,M,140486400000.0,Chestnut,False,4905.6054,False
592,4892.249,Richard Uihlein,Packaging materials,['Manufacturing'],United States,M,-768355200000.0,Uihlein,False,4892.249,False
592,4892.249,Elizabeth Uihlein,Packaging materials,['Manufacturing'],United States,F,-772761600000.0,Uihlein,False,4892.249,False
595,4881.796,Winifred J. Marquart,Cleaning products,['Manufacturing'],United States,F,-338947200000.0,Marquart,False,4882.33783,False
596,4875.8,Min Kao & family,Navigation equipment,['Technology'],United States,M,-661910400000.0,Kao,False,4875.24392,False
597,4872.785,H. Fisk Johnson,Cleaning products,['Manufacturing'],United States,M,-366768000000.0,Johnson,False,4873.6317,False
598,4861.02,S. Curtis Johnson,Cleaning products,['Manufacturing'],United States,M,-462672000000.0,Johnson,False,4861.0816,False
599,4858.78,Arturo Moreno,"Billboards, Los Angeles Angels",['Sports'],United States,M,-737942400000.0,Moreno,False,4857.54255,False
601,4848.987,Trevor Rees-Jones,Oil & gas,['Energy'],United States,M,-580348800000.0,Rees-Jones,False,4853.20815,False
600,4849.24,Margot Birmingham Perot,"Computer services, real estate",['Technology'],United States,F,-1140134400000.0,Birmingham Perot,False,4849.24,False
588,4933.595,Horst Julius Pudwill,Manufacturing ,['Manufacturing'],Germany,M,-794966400000.0,Pudwill,False,4848.333142,False
605,4807.0,Russ Weiner,Energy drinks,['Food & Beverage'],United States,M,10713600000.0,Weiner,False,4807.0,False
606,4805.483,Steven Spielberg,Movies,['Media & Entertainment'],United States,M,-727056000000.0,Spielberg,False,4805.483,False
604,4809.832,Liu Yonghao & family,Agribusiness,['Service'],China,M,-578620800000.0,Liu,False,4798.881399,False
574,5018.998,Patrizio Bertelli,Luxury goods,['Fashion & Retail'],Italy,M,-757382400000.0,Bertelli,False,4776.351018,False
603,4813.556,Ken Xie,Cybersecurity,['Technology'],United States,M,-218764800000.0,Xie,False,4774.224773,False
575,5013.508,Miuccia Prada,Luxury goods,['Fashion & Retail'],Italy,F,-651542400000.0,Prada,False,4771.069585,False
607,4792.474,Mitchell Rales,"Manufacturing, investments",['Manufacturing'],United States,M,-421718400000.0,Rales,False,4764.17691,False
609,4762.644,Carlo Fidani,Real estate,['Real Estate'],Canada,M,-473385600000.0,Fidani,False,4762.644188,False
611,4747.57,Chan Laiwa & family,Real estate,['Real Estate'],China,F,-915148800000.0,Chan,False,4747.570251,False
610,4749.544,Herb Simon,Real estate,['Real Estate'],United States,M,-1110585600000.0,Simon,False,4747.082802,False
608,4777.144,Garrett Camp,Uber,['Technology'],Canada,M,276307200000.0,Camp,False,4744.936,False
612,4743.965,Odd Reitan & family,"Retail, real estate",['Fashion & Retail'],Norway,M,-577756800000.0,Reitan,False,4743.965471,False
613,4731.895,Daniel Tsai,Finance,['Finance & Investments'],Taiwan,M,-431913600000.0,Tsai,False,4731.895169,False
614,4707.0,Jim Kavanaugh,IT provider,['Technology'],United States,M,-227491200000.0,Kavanaugh,False,4707.0,False
615,4693.498,Hansjoerg Wyss,Medical devices,['Healthcare'],Switzerland,M,-1104537600000.0,Wyss,False,4691.119375,False
648,4499.941,Richard Liu,E-commerce,['Technology'],China,M,132105600000.0,Liu,False,4675.74533,False
630,4615.784,Lin Bin,Smartphones,['Technology'],United States,M,-60480000000.0,Lin,False,4674.057987,False
619,4659.712,Ananda Krishnan,"Telecoms, media, oil-services",['Telecom'],Malaysia,M,-1002067200000.0,Krishnan,False,4669.294263,False
620,4655.135,Friedrich Knapp,Fashion retail,['Fashion & Retail'],Germany,M,-588816000000.0,Knapp,False,4655.135367,False
622,4650.657,Richard Tsai,Finance,['Finance & Investments'],Taiwan,M,-397094400000.0,Tsai,False,4650.656958,False
621,4651.477,Michael Pieper,Kitchen appliances ,['Manufacturing'],Switzerland,M,-754358400000.0,Pieper,False,4650.299846,False
623,4646.0,Jeffrey Lurie & family,Philadelphia Eagles,['Sports'],United States,M,-578016000000.0,Lurie,False,4646.0,False
628,4628.743,Kim Beom-su,Online services,['Technology'],South Korea,M,-118886400000.0,Kim,False,4644.693079,False
631,4609.35,Zhang Yong,Restaurants,['Food & Beverage'],Singapore,M,15638400000.0,Zhang,False,4641.588788,False
627,4632.05,Ronald Lauder,Estee Lauder,['Fashion & Retail'],United States,M,-815702400000.0,Lauder,False,4640.869001,False
625,4640.095,Maximilian Viessmann,"Heating, cooling equipment",['Manufacturing'],Germany,M,603158400000.0,Viessmann,False,4640.094543,False
632,4607.206,Kjell Inge Rokke,"Shipping, seafood",['Logistics'],Norway,M,-353030400000.0,Rokke,False,4638.145309,False
616,4678.994,Timur Kulibaev,Banking,['Finance & Investments'],Kazakhstan,M,-104457600000.0,Kulibaev,False,4633.681988,False
616,4678.994,Dinara Kulibaeva,Banking,['Finance & Investments'],Kazakhstan,F,-74822400000.0,Kulibaeva,False,4633.681988,False
624,4643.165,Jean (Gigi) Pritzker,"Hotels, investments",['Service'],United States,F,-236822400000.0,Pritzker,False,4629.329566,False
633,4605.5,Vladimir Kim,Mining,['Metals & Mining'],Kazakhstan,M,-289526400000.0,Kim,False,4605.5,False
634,4603.34,Ian Livingstone,Real estate,['Real Estate'],United Kingdom,M,-240278400000.0,Livingstone,False,4604.799962,False
634,4603.34,Richard Livingstone,Real estate,['Real Estate'],United Kingdom,M,-160617600000.0,Livingstone,False,4604.799962,False
636,4577.644,Joao Moreira Salles,"Banking, minerals",['Diversified'],Brazil,M,-252460800000.0,Moreira Salles,False,4589.815293,False
636,4577.644,Walther Moreira Salles Junior,"Banking, minerals",['Finance & Investments'],Brazil,M,-433036800000.0,Moreira Salles Junior,False,4589.815293,False
618,4677.014,Wu Jianshu,Auto parts,['Automotive'],Hong Kong,M,-189388800000.0,Wu,False,4576.635919,False
638,4554.61,Stephen Feinberg,Private equity,['Finance & Investments'],United States,M,-308016000000.0,Feinberg,False,4554.61,False
641,4530.126,Dietmar Hopp & family,Software,['Technology'],Germany,M,-936748800000.0,Hopp,False,4534.467957,False
640,4533.394,Carlos Hank Rhon,Banking,['Diversified'],Mexico,M,-696211200000.0,Hank Rhon,False,4533.218915,False
642,4526.412,W. Herbert Hunt,Oil,['Energy'],United States,M,-1288310400000.0,Hunt,False,4526.411904,False
629,4625.988,Zhu Baoguo & family,Pharmaceuticals,['Healthcare'],China,M,-242611200000.0,Zhu,False,4526.023992,False
643,4517.169,Gwendolyn Sontheim Meyer,Cargill,['Food & Beverage'],United States,F,-258163200000.0,Meyer,False,4517.169,False
644,4510.099,Theo Mueller,Dairy,['Food & Beverage'],Germany,M,-944265600000.0,Mueller,False,4510.09884,False
646,4504.715,Mikhail Shelkov,Titanium,['Metals & Mining'],Russia,M,-50198400000.0,Shelkov,False,4504.715346,False
647,4500.0,Lynn Schusterman & family,"Oil & gas, investments",['Energy'],United States,F,-976579200000.0,Schusterman,False,4500.0,False
650,4489.269,Jim Davis,Staffing & recruiting,['Service'],United States,M,-309398400000.0,Davis,False,4489.269,False
649,4492.857,Pham Nhat Vuong,Diversified,['Diversified'],Vietnam,M,-44409600000.0,Pham,False,4485.798527,False
651,4480.499,Hussain Sajwani,Real estate,['Real Estate'],United Arab Emirates,M,-531360000000.0,Sajwani,False,4479.963897,False
626,4634.261,Mong-Koo Chung,Hyundai,['Automotive'],South Korea,M,-1003190400000.0,Chung,False,4477.502988,False
639,4539.551,Nusli Wadia,Consumer goods,['Food & Beverage'],India,M,-816652800000.0,Wadia,False,4475.219078,False
652,4480.024,William Berkley,Insurance,['Finance & Investments'],United States,M,-736387200000.0,Berkley,False,4471.51234,False
645,4505.167,Li Ping,Batteries,['Automotive'],Hong Kong,M,-63158400000.0,Li,False,4470.799152,False
653,4467.002,Dewi Kam,Coal,['Energy'],Indonesia,F,-613612800000.0,Kam,False,4467.002256,False
663,4414.074,Giuseppe De'Longhi & family,Coffee makers,['Fashion & Retail'],Italy,M,-968544000000.0,De'Longhi,False,4466.488526,False
655,4449.217,Christian Haub,Retail,['Fashion & Retail'],Germany,M,-171849600000.0,Haub,False,4449.21651,False
659,4421.998,Tahir & family,Diversified,['Diversified'],Indonesia,M,-560736000000.0,Tahir,False,4440.101125,False
656,4441.264,Richard Li,Telecom,['Telecom'],Hong Kong,M,-99360000000.0,Li,False,4438.339898,False
657,4424.39,Joy Alukkas,Jewelry,['Fashion & Retail'],India,M,-420508800000.0,Alukkas,False,4424.3902,False
661,4419.24,Jeremy Jacobs Sr & family,Food service,['Service'],United States,M,-945043200000.0,Jacobs,False,4419.24,False
675,4357.642,Gao Dekang & family,Apparel,['Fashion & Retail'],China,M,-565401600000.0,Gao,False,4412.038045,False
662,4418.321,Guenther Fielmann & family,Optometry,['Healthcare'],Germany,M,-955929600000.0,Fielmann,False,4404.097808,False
654,4454.623,Gil Shwed,Software,['Technology'],Israel,M,-49075200000.0,Shwed,False,4400.4365,False
660,4421.448,Jim Coulter,Private equity,['Finance & Investments'],United States,M,-318297600000.0,Coulter,False,4390.4599,False
666,4389.673,Martha Ingram & family,"Book distribution, transportation",['Media & Entertainment'],United States,F,-1084579200000.0,Ingram,False,4389.673,False
667,4388.774,Daryl Katz,Pharmacies,['Diversified'],Canada,M,-263001600000.0,Katz,False,4388.777755,False
664,4403.592,Emanuele (Lino) Saputo & family,Cheese,['Food & Beverage'],Canada,M,-1041379200000.0,Saputo,False,4388.610795,False
669,4374.418,Georg Nemetschek & family,Software,['Technology'],Germany,M,-1136073600000.0,Nemetschek,False,4388.366487,False
668,4378.803,Shari Arison,Carnival Cruises,['Service'],Israel,F,-388540800000.0,Arison,False,4387.824553,False
658,4422.152,Yasumitsu Shigeta,mobile phone retailer,['Telecom'],Japan,M,-153014400000.0,Shigeta,False,4381.163803,False
671,4372.916,Francesco Gaetano Caltagirone,"Cement, diversified",['Construction & Engineering'],Italy,M,-845251200000.0,Caltagirone,False,4380.858838,False
670,4372.954,Juan Carlos Escotet,Banking,['Finance & Investments'],Venezuela,M,-329616000000.0,Escotet,False,4372.954018,False
673,4363.138,Jeff Skoll,EBay,['Technology'],United States,M,-156470400000.0,Skoll,False,4366.70349,False
686,4289.887,Mikhail Lomtadze,Fintech,['Finance & Investments'],Georgia,M,182736000000.0,Lomtadze,False,4355.2904,False
672,4371.041,Vinod Rai Gupta,Electrical equipment,['Manufacturing'],India,F,-766713600000.0,Gupta,False,4347.712877,False
674,4361.691,Ajay Piramal,Pharmaceuticals,['Healthcare'],India,M,-454896000000.0,Piramal,False,4345.755037,False
677,4345.0,James Irsay,Indianapolis Colts,['Sports'],United States,M,-333072000000.0,Irsay,False,4345.0,False
676,4345.038,E. Joe Shoen,U-Haul,['Automotive'],United States,M,-636768000000.0,Shoen,False,4331.48096,False
682,4321.554,Fernando Roberto Moreira Salles,"Banking, minerals",['Diversified'],Brazil,M,-744595200000.0,Moreira Salles,False,4328.872658,False
682,4321.554,Pedro Moreira Salles,"Banking, minerals",['Diversified'],Brazil,M,-321926400000.0,Moreira Salles,False,4328.872658,False
679,4329.072,Eric Lefkofsky,"Groupon, investments",['Technology'],United States,M,-10454400000.0,Lefkofsky,False,4327.568979,False
680,4325.605,Jerzy Starak,Pharmaceuticals,['Healthcare'],Poland,M,-696038400000.0,Starak,False,4325.605477,False
681,4323.264,Yitzhak Tshuva,Real estate,['Real Estate'],Israel,M,-678067200000.0,Tshuva,False,4314.943097,False
684,4311.594,Tom Morris,Retail,['Fashion & Retail'],United Kingdom,M,-481248000000.0,Morris,False,4311.59351,False
685,4300.0,Frank Wang,Drones,['Technology'],China,M,341712000000.0,Wang,False,4300.0,False
696,4235.043,Vyacheslav Kim,Fintech ,['Finance & Investments'],Kazakhstan,M,-17539200000.0,Kim,False,4297.2544,False
688,4285.772,Rupert Johnson Jr,Franklin Templeton,['Finance & Investments'],United States,M,-927590400000.0,Johnson,False,4293.50139,False
687,4287.0,Gabe Newell,Videogames,['Gambling & Casinos'],United States,M,-226022400000.0,Newell,False,4287.0,False
689,4278.7,Barry Diller,Online media,['Media & Entertainment'],United States,M,-880848000000.0,Diller,False,4282.62939,False
693,4258.802,Rajan Raheja & family,Diversified,['Diversified'],India,M,-491875200000.0,Raheja,False,4281.083005,False
690,4269.246,Vikas Oberoi,Real estate,['Real Estate'],India,M,21600000000.0,Oberoi,False,4268.653914,False
678,4332.514,Luo Liguo & family,Chemicals,['Manufacturing'],China,M,-436665600000.0,Luo,False,4268.346313,False
692,4266.0,John Catsimatidis,"Oil, real estate",['Energy'],United States,M,-672710400000.0,Catsimatidis,False,4266.0,False
691,4266.874,Jack Dorsey,"Twitter, Square",['Technology'],United States,M,217209600000.0,Dorsey,False,4255.151,False
697,4231.817,Isaac Perlmutter,Marvel comics,['Media & Entertainment'],United States,M,-854755200000.0,Perlmutter,False,4247.80646,False
695,4236.209,Pyotr Aven,"Oil, banking, telecom",['Finance & Investments'],Russia,M,-466992000000.0,Aven,False,4233.431163,False
694,4241.982,Baba Kalyani,Engineering,['Automotive'],India,M,-662169600000.0,Kalyani,False,4225.385085,False
698,4193.239,Clive Palmer,Mining,['Metals & Mining'],Australia,M,-497664000000.0,Palmer,False,4193.239108,False
700,4188.87,Marc Ladreit de Lacharriere,Finance,['Finance & Investments'],France,M,-919987200000.0,Ladreit de Lacharriere,False,4188.869789,False
701,4186.414,James Chambers,"Media, automotive",['Media & Entertainment'],United States,M,-401500800000.0,Chambers,False,4186.414,False
702,4185.764,Margaretta Taylor,"Media, automotive",['Media & Entertainment'],United States,F,-874627200000.0,Taylor,False,4185.764,False
703,4181.414,Katharine Rayner,"Media, automotive",['Media & Entertainment'],United States,F,-787968000000.0,Rayner,False,4181.414,False
709,4151.333,Wesley Edens,Investments,['Finance & Investments'],United States,M,-257817600000.0,Edens,False,4181.07332,False
665,4392.606,George Kurtz,Security software,['Technology'],United States,M,23587200000.0,Kurtz,False,4178.348982,False
705,4175.904,Peter Kellogg,Investments,['Finance & Investments'],United States,M,-862617600000.0,Kellogg,False,4174.34513,False
699,4191.97,William Ackman,Hedge funds,['Finance & Investments'],United States,M,-114998400000.0,Ackman,False,4171.803574,False
707,4159.164,Viktor Kharitonin,Pharmaceuticals,['Healthcare'],Russia,M,91065600000.0,Kharitonin,False,4159.163555,False
710,4148.457,Maggie Hardy,Building materials,['Service'],United States,F,-128390400000.0,Hardy,False,4148.457,False
711,4143.366,Austen Cargill II,Cargill,['Food & Beverage'],United States,M,-593827200000.0,Cargill,False,4143.366,False
711,4143.366,Marianne Liebmann,Cargill,['Food & Beverage'],United States,F,-519955200000.0,Liebmann,False,4143.366,False
717,4135.434,Samuel Yin,Retail,['Diversified'],Taiwan,M,-611539200000.0,Yin,False,4134.618691,False
724,4126.787,Andrei Kozitsyn,Metals,['Metals & Mining'],Russia,M,-301795200000.0,Kozitsyn,False,4126.787311,False
725,4122.932,Steven Udvar-Hazy,Aircraft leasing,['Service'],United States,M,-752803200000.0,Udvar-Hazy,False,4121.344793,False
747,3974.138,Gregorio Perez Companc & family,Oil & gas,['Energy'],Argentina,M,-1084320000000.0,Perez Companc,False,4115.209546,False
714,4139.164,Claudio Del Vecchio,Eyeglasses,['Fashion & Retail'],Italy,M,-405388800000.0,Del Vecchio,False,4114.812154,False
716,4136.448,Rocco Basilico,Eyeglasses,['Fashion & Retail'],Italy,M,616118400000.0,Basilico,False,4112.096697,False
706,4173.659,Mark Leonard & family,Software,['Technology'],Canada,M,-430963200000.0,Leonard,False,4111.866334,False
713,4140.8,Hamilton James & family,Investments,['Finance & Investments'],United States,M,-581126400000.0,James,False,4110.60819,False
718,4131.966,Clemente Del Vecchio,Eyeglases,['Fashion & Retail'],Italy,M,1083801600000.0,Del Vecchio,False,4107.614606,False
718,4131.966,Leonardo Maria Del Vecchio,Eyeglasses,['Fashion & Retail'],Italy,M,799718400000.0,Del Vecchio,False,4107.614606,False
718,4131.966,Luca Del Vecchio,Eyeglasses,['Fashion & Retail'],Italy,M,999216000000.0,Del Vecchio,False,4107.614606,False
718,4131.966,Marisa Del Vecchio,Eyeglasses,['Fashion & Retail'],Italy,F,-362275200000.0,Del Vecchio,False,4107.614606,False
718,4131.966,Nicoletta Zampillo,Eyeglasses,['Fashion & Retail'],Italy,F,-371260800000.0,Zampillo,False,4107.614606,False
718,4131.966,Paola Del Vecchio,Eyeglasses,['Fashion & Retail'],Italy,F,-272505600000.0,Del Vecchio,False,4107.614606,False
715,4138.399,Reed Hastings,Netflix,['Technology'],United States,M,-291340800000.0,Hastings,False,4079.996828,False
729,4083.094,Eric Yuan & family,Zoom Video Communications,['Technology'],United States,M,4320000000.0,Yuan,False,4075.593566,False
